order_id,customer_id,region,product_category,quantity,unit_price,currency,discount_code,order_date
ORD-84304,CUST-2695,ASEAN,Fashion,7,66.19,USD,,
ORD-85292,CUST-4622,India,Electronics,30,165.36,INR,,
ORD-44982,CUST-4719,ASEAN,Electronics,43,,USD,,Unknown
ORD-16930,CUST-1929,Europe,Home & Kitchen,39,461.89,USD,,11/05/2024
ORD-93826,CUST-3931,Europe,Home & Kitchen,3,132.67,USD,,Unknown
ORD-17167,CUST-1195,Europe,Fashion,25,320.71,USD,DISC93,2023-10-14
ORD-19543,CUST-4627,Europe,Electronics,3,259.79,EUR,,2023-06-28
ORD-77315,CUST-4862,Europe,ELECTRONICS,48,213.2,EUR,,Unknown
ORD-57778,CUST-1714,India,Fashion,48,,USD,,2023-04-17
ORD-31863,CUST-4431,India,Home & Kitchen,12,433.84,INR,,13/12/2023
ORD-52448,CUST-1810,India,Electronics,28,322.23,USD,DISC61,2023-05-24
ORD-56104,CUST-3509,India,fashion,22,14.7,USD,DISC56,2023-03-15
ORD-97386,CUST-2907,Europe,Fashion,12,257.17,EUR,,7/1/2024
ORD-30254,CUST-4676,ASEAN,H&K,34,61.32,USD,,2024-01-14
ORD-67501,CUST-3068,Europe,Electronics,9,270.93,USD,,2023-10-02
ORD-97845,CUST-2796,Europe,Elec,11,444.63,USD,DISC94,2023-03-04
ORD-48877,CUST-4638,India,Home & Kitchen,32,494.01,USD,,04/12/2023
ORD-39180,CUST-2524,Europe,Home & Kitchen ,11,145.94,USD,,2024-11-02
ORD-46397,CUST-1217,ASEAN,Electronics,16,,USD,,31/10/2023
ORD-98530,CUST-4232,India,Home & Kitchen,20,212.21,INR,DISC35,2023-07-16
ORD-21908,CUST-4646,India,Home & Kitchen,17,418.73,USD,,2024-08-10
ORD-26089,CUST-2761,ASEAN,Home & Kitchen,46,298.81,USD,,2024-03-24
ORD-17201,CUST-4095,Europe ,Fashion,15,360.74,USD,,2023-11-19
ORD-76213,CUST-4544,India ,Electronics,48,386.78,USD,,2023-11-24
ORD-23723,CUST-3558,India,Electronics,24,316.97,INR,,2024-06-30
ORD-74561,CUST-1243,India ,Industrial,43,138.32,USD,,2023-11-25
ORD-60579,CUST-3683,India,Office,40,49.8,INR,,10/17/2024
ORD-53051,CUST-1850,India ,Office,35,411.73,INR,,2024-08-11
ORD-93122,CUST-3289,India,ELECTRONICS,34,26.43,INR,,02/02/2024
ORD-30622,CUST-1505,India,Home & Kitchen,48,149.78,USD,,2024-10-31
ORD-42320,CUST-4420,India,Fashion,7,,USD,,2023-03-06
ORD-12732,CUST-1683,India,Office,49,84.82,USD,,2023-05-18
ORD-60674,CUST-2121,Europe,Home & Kitchen,5,387.06,USD,,21/03/2023
ORD-31927,CUST-4219,Europe,Industrial,28,,USD,DISC63,2024-10-29
ORD-98472,CUST-3063,ASEAN,Home & Kitchen,8,83.51,USD,,Unknown
ORD-72188,CUST-1834,Europe,fashion,41,318.58,EUR,DISC53,2024-01-29
ORD-29140,CUST-2715,ASEAN,Electronics,6,22.88,USD,,2024-03-19
ORD-77507,CUST-1398,ASEAN,Electronics,37,152.67,USD,,2023-12-07
ORD-62395,CUST-3022,Europe,Fashion,27,427.37,USD,,2023-06-19
ORD-97920,CUST-1075,ASEAN ,Fashion,22,78.65,USD,,12/01/2024
ORD-10782,CUST-2287,ASEAN,Fashion,1,232.24,USD,,2023-03-03
ORD-48847,CUST-2530,Europe,Electronics,37,197.93,USD,,2024-07-09
ORD-36230,CUST-3580,Europe,Fashion,4,66.75,EUR,,09/02/2024
ORD-86831,CUST-3786,ASEAN,Electronics,46,141.0,USD,DISC32,2024-01-08
ORD-50536,CUST-2182,Europe,Industrial,47,87.9,USD,,2024-08-24
ORD-46403,CUST-2108,ASEAN,Office,21,50.71,USD,,2024-03-20
ORD-99502,CUST-1296,ASEAN,Electronics,25,352.93,USD,DISC87,2024-07-23
ORD-94484,CUST-4038,ASEAN,Office,26,353.64,USD,DISC32,2023-01-19
ORD-61716,CUST-2783,ASEAN,H&K,2,121.3,USD,,2024-03-19
ORD-85560,CUST-3605,ASEAN,Home & Kitchen,46,55.94,USD,,2023-09-22
ORD-12757,CUST-3361,Europe,Electronics,12,160.73,USD,,3/18/2024
ORD-54092,CUST-4404,India,Electronics,17,332.39,USD,,2023-09-07
ORD-43615,CUST-3008,Europe,Electronics,13,142.71,USD,,Unknown
ORD-76698,CUST-4606,Europe,Home & Kitchen,35,218.05,EUR,,4/6/2023
ORD-19835,CUST-1846,ASEAN,Fashion,23,22.0,USD,DISC14,16/05/2024
ORD-34282,CUST-1221,India,H&K,36,460.65,USD,,8/10/2024
ORD-19121,CUST-3491,India,Office,34,162.99,INR,,2024-11-18
ORD-41048,CUST-1578,India,Electronics,8,305.86,USD,,
ORD-76920,CUST-1810,ASEAN,Office,35,482.6,USD,,2024-01-24
ORD-10646,CUST-2446,India,Home & Kitchen,32,333.77,INR,,2024-04-19
ORD-39292,CUST-2623,ASEAN,Electronics,43,476.63,USD,,11/07/2023
ORD-30631,CUST-4391,India,Home & Kitchen,4,288.52,INR,,2024-10-29
ORD-69736,CUST-1807,ASEAN,Home & Kitchen,26,392.7,USD,,2023-12-01
ORD-94784,CUST-2357,India,Fashion,21,415.79,INR,DISC92,2024-07-18
ORD-71643,CUST-4377,India,Electronics,5,297.96,USD,,2023-07-13
ORD-43620,CUST-1349,Europe,Fashion,21,194.15,USD,,2024-05-19
ORD-55504,CUST-2192,Europe,Electronics ,45,419.62,USD,,2024-07-13
ORD-47996,CUST-4033,India,Electronics,1,116.04,USD,DISC91,2023-05-27
ORD-71012,CUST-1858,India,Electronics,32,85.72,USD,,27/08/2023
ORD-11422,CUST-3686,India,Fashion,1,401.94,INR,,2023-06-10
ORD-64217,CUST-2349,India,Office,9,104.99,INR,,2023-12-27
ORD-17902,CUST-2339,India,Fashion,43,70.94,USD,,2023-08-04
ORD-54288,CUST-1387,India,Home & Kitchen,15,367.92,INR,,Unknown
ORD-78548,CUST-2592,India,Office,46,47.17,USD,,2023-01-26
ORD-48725,CUST-2102,Europe,Fash.,5,,USD,DISC58,2024-10-20
ORD-51554,CUST-2129,India,Home & Kitchen,34,455.69,INR,,2024-09-12
ORD-24877,CUST-4240,ASEAN,Electronics,47,430.37,USD,,2023-09-24
ORD-17278,CUST-3253,ASEAN,electronics,19,351.0,USD,,2024-02-29
ORD-60927,CUST-3697,Europe,Office,47,275.71,EUR,,2024-09-16
ORD-25967,CUST-2458,ASEAN,Home & Kitchen,16,134.97,USD,,2023-12-27
ORD-58167,CUST-3066,ASEAN,Electronics,25,182.3,USD,DISC58,2024-06-17
ORD-38131,CUST-1535,India,Fashion,19,352.39,INR,DISC84,2024-11-29
ORD-24246,CUST-4589,Europe,Home & Kitchen,42,329.64,EUR,,11/22/2024
ORD-72837,CUST-2404,India,Home & Kitchen,6,204.57,USD,DISC98,2024-03-24
ORD-11049,CUST-1290,Europe,Industrial,23,93.27,EUR,DISC35,26/04/2023
ORD-27898,CUST-4938,Europe,Home & Kitchen,45,488.13,USD,,2024-04-13
ORD-50668,CUST-1022,Europe,Fashion,31,54.77,EUR,,2023-01-01
ORD-89923,CUST-3672,India,Fashion,1,419.19,INR,,2024-08-26
ORD-23551,CUST-2127,Europe,Home & Kitchen,23,24.73,USD,DISC31,28/06/2023
ORD-35539,CUST-3626,India,Fashion,25,396.63,USD,,2023-12-06
ORD-62455,CUST-3212,India,Electronics,44,268.28,USD,,Unknown
ORD-79658,CUST-1465,India,kitchen ,9,240.07,USD,,
ORD-81303,CUST-3163,India,Office,33,364.79,INR,,2024-11-07
ORD-87092,CUST-4365,ASEAN,Fashion ,27,419.79,USD,,2023-08-31
ORD-27212,CUST-4560,ASEAN,Office,49,154.4,USD,,2024-06-21
ORD-46674,CUST-1765,India,Industrial,20,366.14,USD,,29/01/2024
ORD-31329,CUST-4963,India,Home & Kitchen,2,94.63,INR,,
ORD-42972,CUST-1250,India,Home & Kitchen,1,433.81,INR,,2024-11-01
ORD-89626,CUST-1789,ASEAN,Fashion,29,,USD,,2023-06-26
ORD-91850,CUST-3882,ASEAN,Electronics,23,441.61,USD,DISC27,2024-04-13
ORD-68889,CUST-2460,Europe,Fashion,6,257.68,USD,,11/29/2023
ORD-70517,CUST-1626,India,Office,14,387.34,INR,,2024-05-16
ORD-36480,CUST-1545,ASEAN,Home & Kitchen,19,77.66,USD,,2024-07-29
ORD-81421,CUST-1855,Europe,Home & Kitchen,22,100.02,EUR,,2023-05-01
ORD-30684,CUST-3562,Europe,H&K,18,436.67,USD,,2024-06-11
ORD-52629,CUST-1227,India,Home & Kitchen,7,131.98,INR,,2024-03-09
ORD-17511,CUST-2506,India,Office,47,179.37,USD,,21/10/2024
ORD-96186,CUST-1934,India,Industrial,26,81.22,USD,,Unknown
ORD-48667,CUST-4603,Europe,Home ,14,294.48,USD,,2023-07-16
ORD-98453,CUST-4186,India,Electronics ,12,195.44,USD,,Unknown
ORD-83798,CUST-4866,India,Electronics,46,160.64,USD,,16/04/2024
ORD-98446,CUST-2683,Europe,Fashion,5,222.23,USD,,04/07/2024
ORD-18358,CUST-3654,India,Fashion,24,136.09,USD,,5/1/2023
ORD-56244,CUST-3214,ASEAN,Office,14,105.53,USD,,2023-06-30
ORD-30887,CUST-4312,India,Fashion,29,395.31,USD,DISC14,2023-03-24
ORD-21285,CUST-3112,ASEAN,Electronics,39,299.67,USD,,2023-08-02
ORD-43110,CUST-2259,Europe,H&K,42,438.48,USD,DISC88,2024-08-23
ORD-31163,CUST-4192,Europe,Fashion,26,137.99,USD,DISC27,2023-09-09
ORD-60812,CUST-3444,Europe,Electronics,30,219.98,EUR,,2024-11-11
ORD-16681,CUST-3299,ASEAN,Electronics,49,387.76,USD,,Unknown
ORD-15981,CUST-2637,Europe,H&K,42,26.15,EUR,,2024-06-29
ORD-92482,CUST-3191,ASEAN,Home & Kitchen,46,322.39,USD,,4/7/2023
ORD-76988,CUST-1971,Europe,Electronics,7,135.01,USD,,2024-03-30
ORD-22845,CUST-3966,Europe,Electronics,23,465.74,USD,,2023-08-25
ORD-54717,CUST-1652,Europe,Elec,45,399.59,USD,,07/06/2023
ORD-18008,CUST-1612,ASEAN,Home & Kitchen,31,241.58,USD,DISC88,2023-10-12
ORD-90619,CUST-2278,Europe,Fashion,23,463.72,EUR,,12/6/2023
ORD-85192,CUST-2084,India,Fashion,1,412.33,INR,,07/06/2024
ORD-35026,CUST-4891,India,Electronics,48,56.48,USD,,2023-01-05
ORD-27625,CUST-2035,Europe,Fashion,1,385.02,USD,,2024-10-10
ORD-12877,CUST-4682,Europe,Fashion,5,105.76,USD,,05/08/2023
ORD-74082,CUST-2109,ASEAN,Electronics,47,,USD,,2024-11-22
ORD-66922,CUST-2772,Europe,Electronics,17,212.71,USD,,2023-06-16
ORD-25517,CUST-2743,ASEAN,Fash.,25,186.55,USD,,2023-11-01
ORD-51333,CUST-3061,Europe,Fashion,41,11.18,USD,,2023-01-30
ORD-73954,CUST-4026,Europe,Home & Kitchen,9,23.92,USD,,12/03/2024
ORD-88898,CUST-4962,Europe,Elec,44,272.83,USD,DISC31,10/03/2024
ORD-71912,CUST-1888,India,Industrial,34,92.05,USD,,2024-02-13
ORD-96985,CUST-4569,ASEAN,Home & Kitchen,6,298.8,USD,,2023-10-30
ORD-54481,CUST-4953,Europe,Electronics,12,192.41,EUR,DISC22,2024-10-01
ORD-32895,CUST-3385,India,Office,3,341.73,USD,,2024-09-03
ORD-56391,CUST-1172,India,Electronics,22,164.4,USD,DISC43,Unknown
ORD-54185,CUST-1240,Europe,Office,37,343.82,USD,,2023-06-25
ORD-93217,CUST-4699,India,Office,30,423.41,INR,,2024-11-27
ORD-16155,CUST-2899,India,Office,39,11.62,USD,,6/26/2023
ORD-50662,CUST-2052,ASEAN,Fashion,34,483.56,USD,,2024-08-23
ORD-11768,CUST-4944,Europe,Home & Kitchen ,16,342.89,USD,,2023-12-25
ORD-91298,CUST-2098,Europe,Fashion,12,266.23,EUR,,2023-11-11
ORD-64787,CUST-4470,India,Fash.,16,240.83,USD,,30/11/2023
ORD-75765,CUST-3307,Europe,Fashion,30,57.86,EUR,,2024-04-02
ORD-79214,CUST-4244,Europe,Fash.,29,362.86,USD,,2024-05-04
ORD-29405,CUST-4848,India,Off.,36,259.13,USD,,2023-02-02
ORD-50794,CUST-1956,ASEAN,Home & Kitchen,16,267.08,USD,,
ORD-87147,CUST-2669,India,Office,12,374.97,INR,,Unknown
ORD-81454,CUST-3568,Europe,Office,28,407.41,EUR,,2023-07-22
ORD-57447,CUST-3289,India,Fashion,2,304.65,INR,,2023-10-13
ORD-44371,CUST-1139,Europe,Fashion,39,252.73,USD,,2023-04-18
ORD-18697,CUST-4415,ASEAN,Electronics,17,430.96,USD,,8/20/2023
ORD-60178,CUST-4030,Europe,Electronics,49,178.0,USD,,1/4/2024
ORD-44301,CUST-3599,India,Industrial,42,99.15,USD,,2023-12-29
ORD-83186,CUST-3272,Europe,Electronics,48,319.94,USD,,2023-05-05
ORD-68683,CUST-3803,India,H&K,4,390.99,USD,,2024-10-03
ORD-59484,CUST-1302,ASEAN,Fash.,30,78.5,USD,DISC55,2/9/2023
ORD-63661,CUST-2163,India,ELECTRONICS,33,367.75,USD,,25/09/2023
ORD-42509,CUST-4456,ASEAN,Electronics,20,,USD,,
ORD-20733,CUST-1004,ASEAN,Electronics,22,265.6,USD,DISC99,2024-07-06
ORD-76598,CUST-1511,ASEAN,Industrial,44,104.62,USD,,17/01/2023
ORD-21197,CUST-2460,Europe,Electronics,11,121.18,USD,DISC16,
ORD-15929,CUST-2331,India,kitchen,44,74.47,INR,DISC99,2023-05-13
ORD-35069,CUST-1098,India,Fash.,20,29.97,INR,,
ORD-58455,CUST-1260,India,Electronics,46,431.12,INR,,2024-01-29
ORD-84813,CUST-4569,India,Industrial,3,483.13,INR,DISC53,
ORD-81781,CUST-3853,India,Home & Kitchen,7,92.78,INR,,2023-03-03
ORD-93621,CUST-4461,Europe,Home,49,18.3,EUR,,2024-08-12
ORD-97294,CUST-3844,Europe,Fashion,16,263.14,EUR,,30/07/2024
ORD-25619,CUST-4168,Europe,Electronics,25,129.55,USD,,2024-02-18
ORD-27815,CUST-2817,ASEAN,Fashion,14,315.92,USD,,2023-12-05
ORD-30090,CUST-1356,India,Office,32,,USD,,2023-12-11
ORD-86657,CUST-4536,Europe,Electronics,27,354.34,USD,,2024-11-10
ORD-24621,CUST-4626,India,industrial,23,335.37,USD,,2023-03-10
ORD-54258,CUST-4827,ASEAN,Home & Kitchen,28,210.49,USD,,26/03/2024
ORD-74569,CUST-2549,ASEAN,Fashion,32,13.1,USD,,2023-10-31
ORD-96067,CUST-2702,Europe,Industrial,1,156.9,EUR,,22/10/2023
ORD-82316,CUST-4013,Europe,fashion,40,220.02,USD,DISC12,2024-04-20
ORD-36680,CUST-4098,Europe,Electronics,4,351.02,USD,,2024-03-07
ORD-34290,CUST-4711,ASEAN,Fashion,30,,USD,,Unknown
ORD-30242,CUST-3128,Europe,Home & Kitchen,36,85.5,EUR,,2024-09-18
ORD-38457,CUST-1360,India,Fashion,14,,USD,,2023-06-06
ORD-92777,CUST-3367,ASEAN,Elec,43,288.94,USD,,2023-08-14
ORD-40765,CUST-4605,ASEAN,Fashion,11,257.37,USD,,2023-12-10
ORD-48333,CUST-1712,ASEAN,Fashion,4,87.11,USD,,Unknown
ORD-89919,CUST-4230,Europe,Fashion,30,288.63,USD,,2023-04-14
ORD-86977,CUST-4395,Europe,Fashion,15,161.73,USD,,24/11/2023
ORD-41206,CUST-3767,Europe,fashion,11,,USD,,26/02/2024
ORD-29839,CUST-1520,Europe,Electronics,32,453.2,USD,,2023-08-21
ORD-72063,CUST-1859,Europe,Industrial,30,176.36,USD,,6/12/2023
ORD-37909,CUST-1132,Europe,Home & Kitchen ,10,88.27,EUR,,10/26/2024
ORD-16075,CUST-1318,Europe,Electronics,16,147.14,USD,,01/06/2023
ORD-21363,CUST-2688,ASEAN,Fashion,13,292.73,USD,DISC22,19/09/2023
ORD-80674,CUST-4210,ASEAN,Home & Kitchen,19,234.18,USD,,31/10/2024
ORD-11223,CUST-3490,ASEAN,Fash.,45,415.42,USD,,10/26/2023
ORD-21848,CUST-1205,ASEAN,Fashion,2,228.11,USD,,31/12/2023
ORD-63124,CUST-2370,Europe ,Electronics,14,,EUR,,
ORD-83816,CUST-4398,ASEAN,Fashion,40,362.18,USD,,5/13/2024
ORD-15955,CUST-3502,ASEAN,Fashion,32,427.86,USD,,2023-01-07
ORD-81859,CUST-3026,India,Electronics,44,332.64,INR,,06/06/2023
ORD-35187,CUST-2702,ASEAN,Home & Kitchen,38,473.04,USD,,2023-08-29
ORD-41288,CUST-2083,Europe,Industrial,12,40.52,USD,,03/08/2024
ORD-99529,CUST-1909,India,Electronics,45,46.67,INR,,
ORD-22164,CUST-2671,Europe,Electronics,15,124.87,EUR,DISC55,2024-11-06
ORD-19609,CUST-3067,ASEAN,Home & Kitchen,48,,USD,,06/11/2023
ORD-44356,CUST-3707,India,Fashion,37,340.85,USD,,2023-07-16
ORD-58889,CUST-1035,ASEAN,ELECTRONICS,14,274.97,USD,DISC45,01/01/2024
ORD-84733,CUST-2994,Europe,kitchen,16,189.63,USD,,06/09/2024
ORD-73536,CUST-4304,ASEAN,Home & Kitchen,6,,USD,,2023-04-03
ORD-90957,CUST-3461,ASEAN,Fashion,28,183.34,USD,DISC30,2023-12-09
